=== tests/TC1.txt — Word Count (Distinct Words & Frequencies) ===

No.  |  Word             |  Frequency
418  |  hungarian       |          1
419  |  hurricane       |          1
420  |  hybrid          |          1
421  |  icons           |          1
422  |  ieee            |          1
423  |  ii              |          1
424  |  iii             |          1
425  |  ill             |          1
426  |  illness         |          1
427  |  im              |          1
428  |  imperial        |          1
429  |  import          |          1
430  |  impressed       |          1
431  |  improvement     |          1
432  |  incorporated    |          1
433  |  increases       |          1
434  |  incredible      |          1
435  |  indicating      |          1
436  |  inf             |          1
437  |  infections      |          1
438  |  informal        |          1
439  |  inn             |          1
440  |  innocent        |          1
441  |  inns            |          1
442  |  install         |          1
443  |  instances       |          1
444  |  insulin         |          1
445  |  interaction     |          1
446  |  invention       |          1
447  |  investments     |          1
448  |  invitations     |          1
449  |  io              |          1
450  |  ion             |          1
451  |  iron            |          1
452  |  isolation       |          1
453  |  items           |          1
454  |  itself          |          1
455  |  jeep            |          1
456  |  jeff            |          1
